00004245-3200-2800-0000-00000bef3edb|Kinesitherapie?praktijk K&d|Kinesitherapie-Praktijk K&d
00004245-3200-2800-0000-00000bed182e|Ben?S Services & Management|Ben's Services & Management
00004e4c-3200-2800-0000-00000bf2bf03|Badri?s Bazaar|Badri's Bazaar
00004245-3200-2800-0000-00000beecfd7|Multi?G|Multi-G
00004245-3300-2800-0000-00000bf6ce3a|Crain?s Antiques & Collectibles?|Crain's Antiques & Collectibles
b7ac038d-da5e-4252-b9bd-de1c086ba436|Arcomi?a? Natalia|Arcomia Natalia
00004245-3200-2800-0000-00000bf3046c|B?gas Hilde|B-gas Hilde
00004245-3300-2800-0000-00000bfbb99a|A?li Varia|Ali Varia
cc24e890-29f7-4405-a9dd-257be8f68a8a|Ioani?escu Gabriela|Ioaniescu Gabriela
00004245-3300-2800-0000-00000bf7e6d7|Points Essentiels Esthetiquebien?etre.|Points Essentiels Esthetiquebien
00004245-3300-2800-0000-00000bf83583|De Brabander Ang?lique|De Brabander Angelique
00004245-3300-2800-0000-00000bf8e251|T?repmondje|T-Repmondje
00004245-3300-2800-0000-00000bf763fe|S?shun|S-shun
00004245-3300-2800-0000-00000bf9f9fe|T?chick Fit & Fun|Chick Fit & Fun
00004245-3200-2800-0000-00000bed7fd1|Skate  Brunch & Confetti?s|Skate  Brunch & Confetti's
00004245-3200-2800-0000-00000beca9ee|Tom?a Eduard|Tomsa Eduard
00004e4c-3100-2800-0000-00000bfd6cd0|Geke?s Gezelschap|Geke's Gezelschap
00004245-3300-2800-0000-00000bf94536|Akgu?l Harun|Akgül Harun
00004245-3300-2800-0000-00000bf5b49a|Fjai?ro|Fjai'ro
00004245-3300-2800-0000-00000bfa5f2f|L?allure Du Prince|L'allure Du Prince
00004245-3300-2800-0000-00000bf8b78c|Halipre St?phanie|Halipre Stéphanie
d0fc1748-91dc-46f1-958e-6c820f043fab|I?ikli Nurten|Iikli Nurten
00004245-3200-2800-0000-00000bf2ac1a|Fil D?or|Fil D'or
93238e84-7e5d-4638-bd26-3b9678f0f4fc|Goudeseune Rik Val?re|Goudeseune Rik Valère
00004245-3300-2800-0000-00000bf6159b|Devestele St?phane|Devestele Stéphane
00004245-3200-2800-0000-00000bed1b98|Mayot?Coiffard & Ass.  Société d?Architectes SOC.CIV.|Mayot-Coiffard & Ass. Société d'Architectes SOC.CIV.
00004245-3200-2800-0000-00000bed3336|Constant Association Pour L Art Et Les M?dias Asbl|Constant Association Pour L'Art Et Les Médias Asbl
00004245-3200-2800-0000-00000bef61a4|Mercha?n Larrea Gerardo|Merchan Larrea Gerardo
00004245-3300-2800-0000-00000bf82f14|L?art De Soi Institut|L'art De Soi Institut
00004245-3200-2800-0000-00000befc7e1|Soonti?ns Dominique|Soontiëns Dominique
00004245-3300-2800-0000-00000bf8b0a5|Moreau Marie?paule|Moreau Marie-Paule
00004245-3200-2800-0000-00000bed5ece|Biserica Cre?tin? Român? Elim|Biserica Crestina Română Elim
00004245-3300-2800-0000-00000bf9630e|Evrard Jo?l|Evrard Joël
00004245-3300-2800-0000-00000bf98aeb|Natur?elle|Natur-elle
00004245-3300-2800-0000-00000bfc433b|Gesslott Ga?tan|Gesslott Gatan
00004245-3200-2800-0000-00000beebf6d|Mercha?N Larrea Gerardo|Merchan Larrea Gerardo
00004245-3200-2800-0000-00000bf2e8ea|Ge?Co|Ge-Co
00004245-3200-2800-0000-00000bef5884|A?s Consultancy & Works|A-s Consultancy & Works
00004245-3200-2800-0000-00000beec65d|Przyby?o Andrzej|Przybyło Andrzej
00004245-3200-2800-0000-00000bed97e9|?a?Ak-G?Aczy?Ska  Zofia|a Ak-G Aczy Ska Zofia
00004245-3300-2800-0000-00000bfaf11e|L?echoppe Des Ptits Lutins|L'echoppe Des Ptits Lutins
00004245-3300-2800-0000-00000bfb029e|Godenne Gis?le|Godenne Gisèle
00004245-3200-2800-0000-00000beeb4de|Pu?ca? Ioan|Puca Ioan
00004245-3300-2800-0000-00000bf5b3c9|Sv?creations|Sv-creations
00004245-3200-2800-0000-00000bed5ece|Biserica Cre?tin? Român? Elim|Biserica Crestina Română Elim
00004245-3300-2800-0000-00000bf47e84|Cadet V?ronique|Cadet Véronique
00004245-3300-2800-0000-00000bf7626e|Rêve D?un Soir|Rêve D'Un Soir
00004e4c-3200-2800-0000-00000beea1d9|Caf?-Bar G?l|Café-bar Gül
00004245-3200-2800-0000-00000bee948b|C?ing|C-ing
00004245-3300-2800-0000-00000bf9c89a|IL & C. Titres Services?Agence de Namur|IL & C. Titres Services-Agence de Namur
00004245-3300-2800-0000-00000bf991f5|Women?S Health & Fertility|Women's Health & Fertility
00004245-3300-2800-0000-00000bfb3873|Secret De L?essentiel|Secret De L'essentiel
00004245-3200-2800-0000-00000beed748|Bekka??|Bekkai
00004245-3300-2800-0000-00000bfb1992|Paquet B?n?dicte|Paquet Bénèdicte
00004245-3200-2800-0000-00000bf1b645|MNM?Tech|MNM-Tech
00004245-3300-2800-0000-00000bf78510|Lucky?s Disco?bar|Lucky's Disco-bar
00004245-3300-2800-0000-00000bfaf90f|Ravese Fran?oise|Ravese Françoise
00004245-3300-2800-0000-00000bf80462|D?hoker & Co|D'Hoker & Co
00004245-3300-2800-0000-00000bf629f6|Dellaert V?ronique|Dellaert Véronique
00004245-3300-2800-0000-00000bf73450|Geringer Claude Prsn Lb?rl|Geringer Claude Prsn Lbrl
00004245-3200-2800-0000-00000bef8e09|Young?s Pub|Young's Pub
00004245-3300-2800-0000-00000bfbe3a2|Gritskevitch N?e Krivenko Olga|Gritskevitch Ne Krivenko Olga
00004245-3300-2800-0000-00000bf616d7|D'haeyer R?gis|D'haeyer Regis
9ef835e6-161e-4774-bf46-2d890b468b12|L?economie Populaire|L'economie Populaire
00004245-3200-2800-0000-00000bf25330|T & T?s Art|T & T's Art
00004245-3200-2800-0000-00000beeba54|Go?recki Jakub|Górecki Jakub
00004245-3300-2800-0000-00000bf9313c|Les P?tits Cracs|Les Pétits Cracs
00004245-3200-2800-0000-00000bed962c|L?atelier Du Collectionneur|L'Atelier Du Collectionneur
00004245-3300-2800-0000-00000bf960f5|Sta?nila? Catalin|Stanila Catalin
00004245-3200-2800-0000-00000bf21909|Ko?yigit Fedat|Koçyigit Fedat
00004245-3200-2800-0000-00000bedc80b|Csengettyüs Romeo-Ca?lin|Csengettyüs Romeo-Calin
00004245-3300-2800-0000-00000bfaf3b8|Rosi?re Leslie|Rosière Leslie
00004e4c-3300-2800-0000-00000bf8ec1e|Kapsalon Tr?s Bo|Kapsalon Très Bo
00004245-3300-2800-0000-00000bfb83b0|?ctane Val d'Away|€ctane Val d'Away
00004e4c-3100-2800-0000-00000bfa710b|Badri?s Tropicals|Badri's Tropicals
00004245-3200-2800-0000-00000bf023d2|Jc?projecten|JC-Projecten
00004245-3300-2800-0000-00000bf53787|Demeire V?ronique|Demeire Véronique
00004245-3200-2800-0000-00000bee17c7|La Baie D?ha-Long|La baie d'ha-long
00004245-3200-2800-0000-00000bef3cc5|Autoschadebedrijf Mari?n|Autoschadebedrijf Mariën
00004245-3200-2800-0000-00000bef118b|Muniak Ma?gorzata|Malgorzata Muniak Sowa 
00004245-3200-2800-0000-00000bf0abb3|Que Pasa Hoy??|Que Pasa Hoy
e443b72f-536f-4069-b566-0397dcbd3443|L?economie Populaire|L'economie Populaire
00004e4c-3100-2800-0000-00000bfad1a5|??Mangiancora|Mangiancora
00004245-3300-2800-0000-00000bf5560b|HN?Sports & Fashion|HN-Sports & Fashion
00004245-3300-2800-0000-00000bfa10d0|Dr. C.Goffinet?Biologiste&V.Ollevier?Gastro?Enterologue SOC.CIV.|Dr. C.Goffinet-Biologiste-V.Ollevier-Gastro-Enterologue
00004245-3300-2800-0000-00000bf911a5|Moto?an Gabriela-Marcela|Motoşan Gabriela-Marcela
00004245-3300-2800-0000-00000bf8b72d|Saray J?r?me|Saray Jérôme
db978e58-644f-4961-9694-975f10474388|Emi D?sign|Emi Design
00004245-3200-2800-0000-00000bf32679|Deckers Ir?ne|Deckers Irène
8d9b8616-e17d-45af-b91f-0e71c636b990|L?economie Populaire|L'economie Populaire
c2326c8e-4f2d-416d-9663-7c68b058d452|Rech Nun?ez Cora|Rech Nuñez Cora
00004245-3300-2800-0000-00000bf5d925|Roos V?ronique Marie|Roos Véronique Marie
00004245-3200-2800-0000-00000bf0306e|Do?a|Doa
00004245-3200-2800-0000-00000bedb140|Szyman?ska-Schultz Joanna|Szymańska-Schultz Joanna
00004245-3300-2800-0000-00000bf51fea|Melis & Van Rompay West?Vlaanderen|Melis & Van Rompay West-Vlaanderen
00004245-3300-2800-0000-00000bf899f1|Ciuperca? Ca?ta?lina-Ionela|Ciuperca Catalina-Ionela
00004245-3300-2800-0000-00000bf79872|La Porte D?havre|La Porte D'havre
00004245-3300-2800-0000-00000bf44ee7|Dégriff?mode|Dégriffé mode
00004245-3200-2800-0000-00000bedf9b7|E?Business  Consulting & Trade|E-Business, Consulting & Trade
00004e4c-3200-2800-0000-00000bf318bc|Happy Living A?foort|Happy Living A'foort
00004245-3300-2800-0000-00000bf4eccc|Herberg Sint?jan|Herberg Sint-jan
00004245-3200-2800-0000-00000bf1b799|Life?Art|Life-Art
00004245-3200-2800-0000-00000bef4de0|Ter Informatie & Kunstpromotie ? A Titre D?information & Promotion D?art|Ter Informatie & Kunstpromotie - A Titre D'information & Promotion D'art
00004245-3300-2800-0000-00000bf9c43e|Rees Jean-Fran?ois|Rees Jean-François
00004245-3200-2800-0000-00000bec8510|Reines & Héroïnes d?Afrique ASBL|Reines & Héroïnes d'Afrique
00004245-3200-2800-0000-00000bf1fc15|T?sports|T-Sports 
00004245-3300-2800-0000-00000bf4d914|Kmio?ek Anna-Maria|Kmioek Anna-Maria
00004245-3300-2800-0000-00000bfc0ce6|Piquard Marie-France ?P Lef?vre|Piquard Marie-france Ep Lefevre
00004245-3200-2800-0000-00000bec24aa|Sonja?s Naaiatelier|Sonja's Naaiatelier
fc2c0693-51c4-479a-97f2-b54720a1f9d3|Su?zer Yusuf|Sulzer Yusuf
00004245-3300-2800-0000-00000bfa780e|L?enclos|L'enclos
00004245-3200-2800-0000-00000becafb9|Pa?ca Ioan|Pa ca Ioan
00004c55-5800-2800-0000-00000bebf7fa|Brasserie H?tel De Ville|Brasserie Hôtel De Ville
00004245-3200-2800-0000-00000bed485c|Bakalarz Czes?aw|Bakalarz Czeslaw
00004245-3200-2800-0000-00000bf276f2|Nail?ish|Celi Nails
00004245-3300-2800-0000-00000bf67e92|Moon?star|Moon star
da9b680c-9079-4472-9f65-1ec1761ab969|L?etang Des Verreries|L'etang Des Verreries
00004245-3300-2800-0000-00000bf5d8e9|Jacq?s Hairpoint|Jacq's Hairpoint
00004245-3200-2800-0000-00000bec4510|Disco?bar Chivas|Disco-bar Chivas
00004245-3300-2800-0000-00000bf5806b|Bossicart Fran?ois|Bossicart François
00004245-3200-2800-0000-00000befe61f|Kapsalon Evi?ta|Kapsalon Evi'ta
00004e4c-3200-2800-0000-00000bef9c0f|Trib?hne|Tribühne
00004245-3200-2800-0000-00000bedaa6b|Rucha?a Rafa?|Ruchama Rafa
d2c6a8ee-8412-445d-bf14-4b06f9a655d0|Lupa??tean Vasile-Beniamin|Lupastean Vasile-Beniamin
00004245-3200-2800-0000-00000bf05d34|G?owacka Grazyna|Głowacka Grażyna
00004245-3200-2800-0000-00000befde72|Hyle?ski Grzegorz|Hyleski Grzegorz
00004245-3300-2800-0000-00000bfbcfd3|Constructions M?talliques Maurice Pierlot|Constructions Métalliques Maurice Pierlot
00004245-3300-2800-0000-00000bfb16c3|Tic?tac Mode|Tic-tac Mode
00004245-3300-2800-0000-00000bf88c23|The Flanagan?s|The Flanagan's
00004245-3300-2800-0000-00000bfc2ca5|P?Info|P-Info
00004245-3300-2800-0000-00000bfa5304|Th??tre - Jardin - Passion Asbl|Théâtre - Jardin - Passion Asbl
00004245-3200-2800-0000-00000bed3fd8|Macinic Mihai-Ra?zvan|Macinic Mihai-Razvan
00004245-3300-2800-0000-00000bf76111|Programmation Neurolinguistique?coaching Mental|Programmation Neurolinguistique-coaching Mental
00004245-3300-2800-0000-00000bf9b405|Infi?soins|Infi-soins
00004245-3300-2800-0000-00000bfbf514|Les Jardins d?Iris|Les Jardins d'Iris
00004245-3200-2800-0000-00000bf2b8eb|Vanheusden Carla Jos?phine|Vanheusden Carla Joséphine
00004245-3300-2800-0000-00000bf64667|Fet?incelles!|Fet'incelles!
00004245-3200-2800-0000-00000bef8b5c|Troili Jo?lle|Trolli Joëlle
00004245-3300-2800-0000-00000bf7f3b1|I.L.&C.? Titres Services?Agence d?Enghien|I.L. & C.-Titres Services-Agence d'Enghien
00004245-3200-2800-0000-00000beed3d1|Az Import & Export?az Maintenance|Az Import & Export-az Maintenance
00004245-3200-2800-0000-00000bf1898c|Jardin D?eden|Jardin D'eden
00004e4c-3100-2800-0000-00000bfbc9a5|Praktijk Voor Massage & Voetreflexologie Rapha?l|Massage & Voetreflexologie RAPHAEL
00004e4c-3100-2800-0000-00000bf73e36|Ennou??|Ennou
00004245-3300-2800-0000-00000bfbc250|Le Relais D?hesbaye|Le Relais D'hesbaye
00004245-3300-2800-0000-00000bf889cc|Ca?praru Cosmin|Capraru Cosmin
00004245-3300-2800-0000-00000bfa131c|Cl?ment Nathalie|Clément Nathalie
00004245-3200-2800-0000-00000bf2dc45|Energie?Keuring & Advies|Energie-Keuring & Advies
00004245-3300-2800-0000-00000bfabb7a|Nyssen?dehaye & Ducoffre Soc.civ.|Nyssen-dehaye & Ducoffre Soc.civ.
00004245-3300-2800-0000-00000bf8c9f4|Riez G?raldine ?P Peiffer|Géraldine ep Peiffer-Riez
00004245-3200-2800-0000-00000befac81|Mona?S T&t|Mona'S T&t
adec5508-7096-4ddf-a95a-0c358411639a|De Jesus?branco Antonio|De Jesus branco Antonio
00004245-3300-2800-0000-00000bf47b1a|J & A Vanneste?vanlede|J & A Vanneste-vanlede
00004245-3200-2800-0000-00000becb648|Denuit Francine Val?rie|Denuit Francine Valérie
00004245-3200-2800-0000-00000bee1462|Szeredi Pe?ter|Szeredi Peter
00004245-3200-2800-0000-00000bf32b67|Oligschl?Ger Ingrid|Oligschläger Ingrid
00004245-3200-2800-0000-00000bed112c|Kova?cs Bala?zs Prsn Lbérl|Kovacs Balazs Prsn Lberl
00004245-3200-2800-0000-00000bee0bec|Rasi?ska Paulina|Rasi ska Paulina
00004245-3300-2800-0000-00000bf44bc3|Froggie?s Take Away|Froggie's Take Away
00004245-3300-2800-0000-00000bfc8c71|Sensori?elle|Sensorielle
00004245-3300-2800-0000-00000bfa66d5|Remacle B?n?dicte|Remacle Bénédicte
00004245-3300-2800-0000-00000bfb61e6|Le Jardin D?eden|Le Jardin D'eden
00004245-3300-2800-0000-00000bfcd736|Coiffure Hair?line|Coiffure Hairline
00004245-3200-2800-0000-00000bed9d7f|Van Der Wilt V?ronique|Van der Wilt Véronique
00004245-3300-2800-0000-00000bfb0d31|Boulangerie?patisserie Eliane|Boulangerie-patisserie Eliane
00004245-3300-2800-0000-00000bf418a5|Cuvelier Tj?rven|Cuvelier Tjörven
00004245-3300-2800-0000-00000bf834fe|Violette & Marjo L?aime|Violette & Marjo L'aime
00004245-3300-2800-0000-00000bfc5c98|L?essentiel De Soi|L'essentiel De Soi
00004245-3200-2800-0000-00000bf0fe40|Thompson Mich?le|Thompson Michele
00004245-3300-2800-0000-00000bfc14d7|Lemaitre Beno?t|Lemaitre Benoit
00004245-3300-2800-0000-00000bf66440|De Groot Jo?lle|De Groot Joëlle
00004245-3200-2800-0000-00000bef672e|Fornalczyk Wies?aw|Fornalczyk Wieslaw
00004245-3300-2800-0000-00000bf6fa94|Wilmart Mich?le|Wilmart Michéle
00004245-3200-2800-0000-00000beea150|Quets J?r?my|Quets Jérémy
00004245-3300-2800-0000-00000bf687b2|Brasserie Porte?mangé|Brasserie Porte-mangé
00004245-3300-2800-0000-00000bfa7fe4|L?economie Populaire E.Pc.|L'economie Populaire E.Pc.
00004245-3300-2800-0000-00000bf8d13d|Zenarom?attitude|Zenarom'attitude
00004245-3200-2800-0000-00000bed26d8|Voyages Charles?quint|Voyages Charles-quint
00004245-3300-2800-0000-00000bf81179|Oh! Que C?est Beau|Oh! Que C'est Beau
00004245-3200-2800-0000-00000beebfa5|?Zbag Ferhat|özbağ Ferhat
00004245-3300-2800-0000-00000bfc17db|Meeuwes Eddy & Defourny François?xavier Union Prof.|Meeuwes Eddy & Defourny François-xavier Union Prof.
841c0748-87f0-4045-850a-7996c1a7246e|Leszczynska El?bieta|Leszczyńska Elżbieta
00004245-3300-2800-0000-00000bf536fa|Gheldof Marie?josé|Gheldof Marie-josé
00004245-3300-2800-0000-00000bf9181f|Wansart St?phanie|Wansart Stephanie
00004245-3300-2800-0000-00000bfa20e7|IL & C. Titres Services?Agence de Namur|IL & C. Titres Services-Agence de Namur
00004245-3300-2800-0000-00000bf5c236|Monchau Micha?l|Monchau Michael
00004245-3300-2800-0000-00000bf5bd6e|De Rycke Ra?s Echtg Pattyn|De Rycke Ras Echtg Pattyn
00004245-3300-2800-0000-00000bf9acae|Gouverneur Gr?gory|Gouverneur Gregory
00004245-3200-2800-0000-00000bedaf3d|Neac?u Alina|Neacsu Alina
00004245-3200-2800-0000-00000bf0b252|Beno?t Philip|Benoit Philip
00004245-3300-2800-0000-00000bf960f4|Ba?rba?tei Ciprian-Vasile|Barbatei Ciprian-Vasile
00004245-3300-2800-0000-00000bf639b6|Cafe Oud Gemeentehuis?nova|Cafe Oud Gemeentehuis-nova
00004245-3300-2800-0000-00000bf971ce|Moto?An Gabriela-Marcela|motoan gabriela-marcela
00004245-3200-2800-0000-00000bee6518|Gala Czes?aw|Gala Czesław
00004245-3200-2800-0000-00000bed1c89|Antiquit?s D?coration Internationales|Antiquités Décoration Internationales
b6287c85-d418-48fe-ae06-b2592e541415|Judzi?ski Kamil|Judzioski Kamil
00004245-3200-2800-0000-00000becdf0b|Gheorghi?a? Vasile|Gheorghia Vasile
00004e4c-3100-2800-0000-00000bfeb868|Z?mooi|ZoMooi
00004245-3200-2800-0000-00000bede0c4|Groupe J?r|Groupe Jr
00004e4c-3200-2800-0000-00000bf176ab|Brigitte?s Haarmode|Brigitte's Haarmode
00004245-3300-2800-0000-00000bf8d84e|Daivi?re Jacqueline|Daiviere Jacqueline
00004245-3200-2800-0000-00000bed0a53|Pop?awski Leszek|Poplawski Leszek
00004245-3300-2800-0000-00000bf903f7|Servi?Log|Servi-Log
00004245-3300-2800-0000-00000bf5a2f2|Euro?Pli Hoevelinck|Euro-Pli Hoevelinck
00004245-3300-2800-0000-00000bf8cc2b|Dr Ahishakiye ? Anesth?sie Soc.civ.|Dr Ahishakiye - Anesthésie Soc.Civ.
d3d89c02-0ac9-4d22-9ebb-99f08249c050|Bec?Irovic? Rijalda|Becirovic Rijalda
00004245-3300-2800-0000-00000bfbb117|Docteur Michel?henri Martin Soc.civ.|Docteur Michel-Henri Martin SOC.CIV
00004245-3200-2800-0000-00000bec9f01|Lucu? Ca?ta?lin|Lucu Catalin
00004245-3300-2800-0000-00000bfbd2f3|Lahaye Valérie?anne|Lahaye Valérie-Anne
00004245-3200-2800-0000-00000bef1728|Akdo?du Salih|Akdoğdu Salih
00004245-3300-2800-0000-00000bf78a04|L?intercity|Inter City
00004e4c-3100-2800-0000-00000bf71ffd|Mango?s Beach Bar|Mango's Beach Bar
00004245-3200-2800-0000-00000bee5780|Baert Ji?i|Baert Jiri
00004245-3300-2800-0000-00000bf6440b|Minez Val?rie|Minez Valérie
00004245-3300-2800-0000-00000bf58b94|Relook?ed|Relook'ed
00004245-3200-2800-0000-00000bed608b|Domnita Vyly-Ca?ta?lin|Domnita Vyly-Catalin
00004245-3200-2800-0000-00000beea8a7|Neac?u Stelian|Neacu Stelian
00004245-3200-2800-0000-00000bed428f|Hb Cr?ations|Hb Créations
00004245-3300-2800-0000-00000bf45cf1|Vandamme Matthieu Raphae?l|Vandamme Matthieu Raphael
00004245-3300-2800-0000-00000bf40d02|Van Eenhooghe Stefaan L?on|Van Eenhooghe Stefaan
00004245-3200-2800-0000-00000becd00b|Ga?itan Ilie|Gaitan Ilie
95759ee0-bedb-4193-ad27-1b32c7179667|Mob?in|Mob'in
00004e4c-3100-2800-0000-00000bfde738|Gea?s Knipschuur|Gea's knipschuur
cdf4b17f-85f5-43be-9751-702e4bbb32ba|L?economie Populaire|L'Economie Populaire
91a17b31-6403-4f05-99ff-4c9c042b73a4|Bec?irovic? Rijalda|Becirovic Rijalda
00004245-3200-2800-0000-00000beed795|Erdo?an Ilvan|Erdogan Ilvan
00004245-3200-2800-0000-00000bf31276|Sunny?rain|Sunny'rain
00004245-3300-2800-0000-00000bf61090|Café Jonathan?s Pub|Café Jonathan's Pub
00004245-3300-2800-0000-00000bfae985|Dufaux Fr?d?rique ?P Ross Benoit|Ross Benoit
00004245-3200-2800-0000-00000bee30bf|Tromp ???Rka|Tromp
00004245-3300-2800-0000-00000bfc2e02|L?escale|L'Escale
00004e4c-3100-2800-0000-00000bfde8f3|Np Be?digd Tolk Vertaler Pools|Beëdigd Tolk Vertaler Pools
00004245-3300-2800-0000-00000bfcbab8|Pro?wash|Prowash
00004245-3300-2800-0000-00000bf7323d|Emani?sens|Emani'sens
00004245-3300-2800-0000-00000bf4ab6a|Karni?auskis Artis|Karnišauskis Artis
00004245-3200-2800-0000-00000beccade|SCHL?Mer Joachim|Schlömer Joachim
00004245-3200-2800-0000-00000bee221d|Cabinet M?dical F. Andr?-Mathieu Soc.civ.|Cabinet Médical F. André-Mathieu
e90e52bf-a82c-4069-af5a-7e3bd065af8d|Ca?linescu Dalila-Magia|Calinescu Dalila-Magia
00004245-3300-2800-0000-00000bf9281e|R?sidence Ma Campagne|Résidence Ma Campagne 
00004245-3300-2800-0000-00000bfa4ab5|Simon?Looze & Cie Dénomination Commerciale Aqua Clean Concept|Simon-Looze & Cie Aqua Clean Concept
d89c6498-96cf-4eaa-b717-8bf043be06c9|Semer?ah Nederland|Semerah Nederland
00004245-3200-2800-0000-00000bf095d2|Stanicel Marian?Nicolae|Stanicel Marian-Nicolae
00004245-3300-2800-0000-00000bf9fe34|L?epicurienne|L'Epicurienne
00004245-3200-2800-0000-00000bf0e2f6|Arpat B?lent|Arpat Bulent
00004245-3200-2800-0000-00000becee81|Gabri?ls Jan|Gabriels Jan
00004245-3200-2800-0000-00000bed775b|Walschaerts G?rard|Walschaerts Gerard
00004245-3200-2800-0000-00000bf2d30a|Biesmans Renaud No?l|Biesmans Renaud Noël
00004245-3200-2800-0000-00000bee0e64|Berckmans Val?rie|Berckmans Valérie
00004245-3200-2800-0000-00000bed01ee|L?art & Deco|L'Art & Deco
00004245-3300-2800-0000-00000bf4b251|Jean?max|Jean-Max
952f213c-daa9-49e3-a0f9-6fcc41e5cf7d|Couleurs D?afrique|Couleurs d'Afrique
00004245-3300-2800-0000-00000bfa346c|Comp?hair|Comp'Hair
00004245-3200-2800-0000-00000bedfa37|L'envers Du D?cor Asbl|L'Envers Du Décor
00004245-3300-2800-0000-00000bf414d1|Evi?mediray|Evi-Mediray
00004245-3300-2800-0000-00000bf5d79d|Soenen Tine Val?rie|Soenen Tine Valérie
00004245-3200-2800-0000-00000bef049d|Pop?awski Jakub|Pop awski Jakub
00004245-3200-2800-0000-00000bedded8|Sipos Da?niel|Sipos Daniel
00004245-3200-2800-0000-00000bed5ed7|MC&TS?Europe|MC&TS-Europe
00004245-3200-2800-0000-00000bef8754|Architectenassociatie Angst & D?hoore|Architectenassociatie Angst & D'hoore
00004245-3300-2800-0000-00000bf7a0ca|L?atelier Detente|L'Atelier Detente
00004245-3200-2800-0000-00000becd2b2|Acatrinei-Insura??elu Alexandru-Ionu?|Acatrinei-Insura Alexandru-Ionut
